,SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL
198000,2480743,158337,Cash loans,25957.395,585000.0,654498.0,,585000.0,WEDNESDAY,15,Y,1,,,,XNA,Approved,-793,Cash through the bank,XAP,Family,Repeater,XNA,Cash,x-sell,Regional / Local,401,Consumer electronics,36.0,low_normal,Cash X-Sell: low,365243.0,-763.0,287.0,365243.0,365243.0,1.0
1094433,2530803,124675,Cash loans,,0.0,0.0,,,FRIDAY,13,Y,1,,,,XNA,Refused,-519,XNA,HC,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1225285,2619800,191589,Revolving loans,,0.0,0.0,,,MONDAY,10,Y,1,,,,XAP,Canceled,-158,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,0,XNA,,XNA,Card Street,,,,,,
1444300,2345691,400782,Consumer loans,9760.905,213534.0,213534.0,0.0,213534.0,MONDAY,13,Y,1,0.0,,,XAP,Approved,-1510,Cash through the bank,XAP,Family,Refreshed,Consumer Electronics,POS,XNA,Country-wide,946,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-1476.0,-786.0,-786.0,-783.0,0.0
1510817,1030971,431735,Consumer loans,3688.515,35055.0,34569.0,3600.0,35055.0,SATURDAY,16,Y,1,0.1027201989239244,,,XAP,Approved,-1799,XNA,XAP,Unaccompanied,New,Audio/Video,POS,XNA,Country-wide,280,Consumer electronics,12.0,middle,POS household with interest,365243.0,-1760.0,-1430.0,-1430.0,-1427.0,0.0
972523,1160715,438858,Consumer loans,12624.795,57550.5,61276.5,5755.5,57550.5,FRIDAY,16,Y,1,0.09351149790059562,,,XAP,Approved,-1641,Cash through the bank,XAP,Family,Repeater,Audio/Video,POS,XNA,Country-wide,40,Connectivity,6.0,high,POS mobile with interest,365243.0,-1610.0,-1460.0,-1460.0,-1457.0,0.0
806223,1233685,134450,Cash loans,15455.295,270000.0,306531.0,,270000.0,FRIDAY,14,Y,1,,,,XNA,Approved,-1132,Cash through the bank,XAP,Family,Repeater,XNA,Cash,x-sell,Country-wide,-1,XNA,30.0,middle,Cash X-Sell: middle,365243.0,-1102.0,-232.0,-892.0,-884.0,1.0
1635369,2569964,154001,Cash loans,6535.8,45000.0,55075.5,,45000.0,FRIDAY,11,Y,1,,,,XNA,Approved,-835,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high,365243.0,-805.0,-475.0,-505.0,-490.0,1.0
1607433,1027189,406947,Consumer loans,11836.755,55534.5,44424.0,11110.5,55534.5,MONDAY,20,Y,1,0.2178887816664333,,,XAP,Approved,-749,Cash through the bank,XAP,Family,Repeater,Mobile,POS,XNA,Country-wide,35,Connectivity,4.0,middle,POS mobile without interest,365243.0,-718.0,-628.0,-658.0,-651.0,0.0
345026,2030314,124235,Consumer loans,14239.035,116910.0,111942.0,13500.0,116910.0,SUNDAY,11,Y,1,0.11720737291120413,,,XAP,Approved,-2017,Cash through the bank,XAP,Children,Repeater,Mobile,POS,XNA,Country-wide,2443,Consumer electronics,10.0,high,POS household with interest,365243.0,-1986.0,-1716.0,-1716.0,-1709.0,0.0
1431100,2730294,274854,Consumer loans,9819.81,130341.15,149692.5,3.15,130341.15,TUESDAY,12,Y,1,2.2917408512781532e-05,,,XAP,Approved,-1242,Cash through the bank,XAP,Children,Repeater,Computers,POS,XNA,Regional / Local,150,Consumer electronics,18.0,low_normal,POS household with interest,365243.0,-1211.0,-701.0,-701.0,-698.0,0.0
271519,2620947,152930,Cash loans,,0.0,0.0,,,SATURDAY,13,Y,1,,,,XNA,Canceled,-486,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,0,XNA,,XNA,Cash,,,,,,
14395,1378392,326749,Consumer loans,8953.38,86760.0,95922.0,0.0,86760.0,SATURDAY,19,Y,1,0.0,,,XAP,Approved,-668,Cash through the bank,XAP,Family,Repeater,Computers,POS,XNA,Stone,100,Consumer electronics,12.0,low_normal,POS household with interest,365243.0,-637.0,-307.0,-337.0,-330.0,0.0
1482579,1345986,401067,Consumer loans,11654.28,98100.0,98100.0,0.0,98100.0,SATURDAY,15,Y,1,0.0,,,XAP,Refused,-2407,Cash through the bank,SCO,,New,Furniture,POS,XNA,Stone,100,Furniture,10.0,middle,POS industry with interest,,,,,,
91813,2482981,110161,Cash loans,,0.0,0.0,,,THURSDAY,15,Y,1,,,,XNA,Canceled,-378,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
55236,1106581,278829,Consumer loans,8247.6,180000.0,180000.0,0.0,180000.0,THURSDAY,13,Y,1,0.0,,,XAP,Approved,-1233,Cash through the bank,XAP,Unaccompanied,New,Clothing and Accessories,POS,XNA,Stone,10,Clothing,36.0,middle,POS industry with interest,365243.0,-1198.0,-148.0,-148.0,-138.0,0.0
1591290,1405333,347578,Consumer loans,3357.315,15466.5,16465.5,1548.0,15466.5,SUNDAY,11,Y,1,0.09359162446347057,,,XAP,Approved,-1873,XNA,XAP,,New,Mobile,POS,XNA,Country-wide,10,Connectivity,6.0,high,POS mobile with interest,365243.0,-1832.0,-1682.0,-1742.0,-1740.0,0.0
665421,2276762,308144,Cash loans,,0.0,0.0,,,THURSDAY,16,Y,1,,,,XNA,Canceled,-432,XNA,XAP,,New,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1584394,2734741,293299,Cash loans,38336.22,720000.0,794133.0,,720000.0,FRIDAY,17,Y,1,,,,Urgent needs,Refused,-459,Cash through the bank,VERIF,,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,middle,Cash Street: middle,,,,,,
615811,2641855,350271,Consumer loans,13166.01,114741.0,135036.0,5850.0,114741.0,SUNDAY,12,Y,1,0.045222249323437484,,,XAP,Approved,-1002,Cash through the bank,XAP,Family,New,Audio/Video,POS,XNA,Country-wide,4500,Consumer electronics,12.0,middle,POS household with interest,365243.0,-970.0,-640.0,-640.0,-638.0,0.0
613001,2610594,421513,Cash loans,22087.98,486000.0,486000.0,,486000.0,WEDNESDAY,9,Y,1,,,,XNA,Approved,-1623,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36.0,middle,Cash X-Sell: middle,365243.0,-1593.0,-543.0,-1053.0,-1045.0,1.0
336924,1261462,334795,Consumer loans,14385.285,131107.5,144954.0,0.0,131107.5,WEDNESDAY,14,Y,1,0.0,,,XAP,Approved,-349,Cash through the bank,XAP,Unaccompanied,Repeater,Consumer Electronics,POS,XNA,Regional / Local,148,Consumer electronics,12.0,middle,POS household with interest,365243.0,-312.0,18.0,365243.0,365243.0,0.0
265278,1154787,363363,Consumer loans,2571.21,21100.5,18850.5,2250.0,21100.5,THURSDAY,10,Y,1,0.1161325345586382,,,XAP,Approved,-2137,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,31,Connectivity,10.0,high,POS mobile with interest,365243.0,-1176.0,-906.0,-1176.0,-1168.0,0.0
428117,1239404,179847,Consumer loans,8216.64,51705.0,58531.5,0.0,51705.0,THURSDAY,10,Y,1,0.0,,,XAP,Approved,-60,Cash through the bank,XAP,Unaccompanied,Repeater,Construction Materials,POS,XNA,Stone,200,Construction,10.0,high,POS industry with interest,365243.0,-28.0,242.0,365243.0,365243.0,0.0
1604468,1841241,101198,Cash loans,27519.435,135000.0,143910.0,,135000.0,MONDAY,15,Y,1,,,,Journey,Refused,-372,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,6.0,middle,Cash Street: middle,,,,,,
476656,1358837,191042,Consumer loans,4605.165,25105.5,22585.5,2520.0,25105.5,SATURDAY,9,Y,1,0.10931903729896199,,,XAP,Approved,-1971,XNA,XAP,,Repeater,Mobile,POS,XNA,Country-wide,37,Connectivity,6.0,high,POS mobile with interest,365243.0,-1915.0,-1765.0,-1795.0,-1788.0,0.0
345711,1280746,153804,Cash loans,16271.1,234000.0,283419.0,,234000.0,THURSDAY,15,Y,1,,,,XNA,Approved,-329,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,middle,Cash X-Sell: middle,365243.0,-299.0,391.0,-209.0,-200.0,1.0
762702,2358754,251955,Cash loans,,0.0,0.0,,,WEDNESDAY,14,Y,1,,,,XNA,Canceled,-62,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1420838,1289307,318794,Consumer loans,11801.97,226935.0,261684.0,0.0,226935.0,SATURDAY,13,Y,1,0.0,,,XAP,Approved,-1491,Cash through the bank,XAP,Unaccompanied,New,Consumer Electronics,POS,XNA,Country-wide,2586,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-1458.0,-768.0,-768.0,-762.0,0.0
1596156,1401037,266477,Cash loans,29220.48,450000.0,604656.0,,450000.0,WEDNESDAY,12,Y,1,,,,Payments on other loans,Refused,-391,Cash through the bank,HC,,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,middle,Cash Street: middle,,,,,,
121988,1630682,128937,Consumer loans,2571.525,42660.0,34128.0,8532.0,42660.0,MONDAY,15,Y,1,0.2178181818181818,,,XAP,Refused,-913,XNA,LIMIT,,Repeater,Mobile,POS,XNA,Country-wide,30,Connectivity,18.0,middle,POS mobile with interest,,,,,,
986382,1338008,384737,Cash loans,35109.765,1048500.0,1200744.0,,1048500.0,SATURDAY,10,Y,1,,,,XNA,Approved,-139,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60.0,low_normal,Cash X-Sell: low,365243.0,-109.0,1661.0,365243.0,365243.0,1.0
752048,2234532,210295,Consumer loans,7785.045,67972.5,73953.0,0.0,67972.5,FRIDAY,14,Y,1,0.0,,,XAP,Approved,-524,Cash through the bank,XAP,,New,Furniture,POS,XNA,Stone,1,Furniture,10.0,low_action,POS industry without interest,365243.0,-493.0,-223.0,-253.0,-242.0,0.0
1090707,1904915,362808,Cash loans,,0.0,0.0,,,MONDAY,10,Y,1,,,,XNA,Canceled,-90,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
619724,2184515,222098,Consumer loans,3863.655,21195.0,18945.0,2250.0,21195.0,SUNDAY,17,Y,1,0.11561474618799455,,,XAP,Approved,-685,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,50,Connectivity,6.0,high,POS mobile with interest,365243.0,-639.0,-489.0,-639.0,-628.0,0.0
496734,1874062,169081,Consumer loans,7971.885,43110.0,43110.0,0.0,43110.0,SATURDAY,10,Y,1,0.0,,,XAP,Approved,-343,Cash through the bank,XAP,Unaccompanied,Repeater,Auto Accessories,POS,XNA,Stone,50,Auto technology,6.0,middle,POS other with interest,365243.0,-313.0,-163.0,-193.0,-188.0,0.0
9464,1578708,267247,Cash loans,,0.0,0.0,,,SUNDAY,7,Y,1,,,,XNA,Canceled,-302,XNA,XAP,,Refreshed,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
301123,1309168,231703,Consumer loans,5397.255,27535.5,25830.0,2925.0,27535.5,WEDNESDAY,15,Y,1,0.11078389529093748,,,XAP,Approved,-1275,Cash through the bank,XAP,Family,Repeater,Mobile,POS,XNA,Country-wide,30,Connectivity,6.0,high,POS mobile with interest,365243.0,-1244.0,-1094.0,-1094.0,-1089.0,0.0
1354350,2818341,156839,Cash loans,23363.775,225000.0,239850.0,,225000.0,FRIDAY,17,Y,1,,,,XNA,Approved,-951,Cash through the bank,XAP,Family,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,low_normal,Cash X-Sell: low,365243.0,-921.0,-591.0,-681.0,-676.0,1.0
1514871,1490741,211309,Consumer loans,11310.03,186300.0,218763.0,0.0,186300.0,WEDNESDAY,10,Y,1,0.0,,,XAP,Approved,-1273,Cash through the bank,XAP,Unaccompanied,Repeater,Computers,POS,XNA,Stone,15,Consumer electronics,24.0,low_normal,POS household with interest,365243.0,-1240.0,-550.0,-910.0,-905.0,0.0
806314,2129707,452030,Cash loans,,0.0,0.0,,,FRIDAY,10,Y,1,,,,XNA,Canceled,-139,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1493765,1823689,217130,Cash loans,,0.0,0.0,,,WEDNESDAY,14,Y,1,,,,XNA,Refused,-192,XNA,SCOFR,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
354218,2688888,215893,Cash loans,,0.0,0.0,,,TUESDAY,16,Y,1,,,,XNA,Canceled,-209,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1465948,1129409,439348,Consumer loans,16830.0,153000.0,153000.0,0.0,153000.0,MONDAY,12,Y,1,0.0,,,XAP,Approved,-567,Cash through the bank,XAP,,Repeater,Furniture,POS,XNA,Stone,78,Furniture,10.0,low_normal,POS industry with interest,365243.0,-526.0,-256.0,-256.0,-253.0,0.0
827835,2835143,429673,Revolving loans,45000.0,900000.0,900000.0,,900000.0,TUESDAY,10,Y,1,,,,XAP,Approved,-148,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,365243.0,365243.0,365243.0,365243.0,-77.0,0.0
432820,1106271,280148,Consumer loans,7502.58,71955.0,62631.0,14391.0,71955.0,TUESDAY,11,Y,1,0.2034887080668805,,,XAP,Approved,-638,Cash through the bank,XAP,Family,New,Construction Materials,POS,XNA,Stone,56,Construction,10.0,middle,POS industry with interest,365243.0,-607.0,-337.0,-337.0,-332.0,0.0
836414,2743875,363185,Consumer loans,,31455.0,31455.0,0.0,31455.0,MONDAY,13,Y,1,0.0,,,XAP,Unused offer,-682,Cash through the bank,CLIENT,,Repeater,Mobile,XNA,XNA,Country-wide,30,Connectivity,,XNA,POS mobile with interest,,,,,,
1412863,2794609,268581,Cash loans,69001.875,589500.0,689265.0,,589500.0,MONDAY,10,Y,1,,,,Other,Approved,-637,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,middle,Cash X-Sell: middle,,,,,,
81685,2296354,126352,Revolving loans,2250.0,45000.0,45000.0,,45000.0,SUNDAY,18,Y,1,,,,XAP,Refused,-134,XNA,SCOFR,Unaccompanied,Repeater,XNA,Cards,walk-in,Country-wide,1800,Consumer electronics,0.0,XNA,Card Street,,,,,,
609360,2246947,378181,Cash loans,19538.19,405000.0,461133.0,,405000.0,FRIDAY,9,Y,1,,,,XNA,Approved,-889,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36.0,low_normal,Cash X-Sell: low,365243.0,-859.0,191.0,365243.0,365243.0,1.0
1115945,1188719,223153,Consumer loans,2261.16,22392.0,22279.5,2241.0,22392.0,SUNDAY,14,Y,1,0.09953519411401587,,,XAP,Approved,-564,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,15,Connectivity,12.0,middle,POS mobile with interest,365243.0,-533.0,-203.0,-473.0,-466.0,0.0
1095177,1687752,141263,Consumer loans,2751.705,26950.5,22950.0,4000.5,26950.5,WEDNESDAY,15,Y,1,0.16166335250990446,,,XAP,Approved,-1916,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,46,Connectivity,12.0,high,POS mobile with interest,365243.0,-1879.0,-1549.0,-1549.0,-1541.0,0.0
1538676,1845764,388211,Consumer loans,28289.79,128209.5,106173.0,25645.5,128209.5,SATURDAY,12,Y,1,0.2118843782101215,,,XAP,Approved,-1245,Cash through the bank,XAP,Unaccompanied,Refreshed,Mobile,POS,XNA,Country-wide,142,Connectivity,4.0,middle,POS mobile without interest,365243.0,-1213.0,-1123.0,-1123.0,-1118.0,0.0
590975,2407797,267391,Consumer loans,10014.39,75006.0,84082.5,0.0,75006.0,WEDNESDAY,11,Y,1,0.0,,,XAP,Approved,-299,Cash through the bank,XAP,Unaccompanied,Refreshed,Consumer Electronics,POS,XNA,Country-wide,90,Consumer electronics,10.0,middle,POS household with interest,365243.0,-269.0,1.0,-239.0,-232.0,1.0
676349,1276893,392471,Consumer loans,5023.125,53815.5,53815.5,0.0,53815.5,WEDNESDAY,17,Y,1,0.0,,,XAP,Approved,-692,Cash through the bank,XAP,Unaccompanied,New,Consumer Electronics,POS,XNA,Country-wide,2000,Consumer electronics,12.0,low_normal,POS household with interest,365243.0,-661.0,-331.0,-331.0,-324.0,0.0
1434999,1972792,365267,Consumer loans,12033.675,85455.0,59818.5,25636.5,85455.0,SUNDAY,18,Y,1,0.3267272727272727,,,XAP,Approved,-579,Cash through the bank,XAP,,Repeater,Consumer Electronics,POS,XNA,Stone,300,Consumer electronics,6.0,high,POS household with interest,365243.0,-548.0,-398.0,-398.0,-390.0,0.0
692997,1911795,431056,Cash loans,23708.16,175500.0,198666.0,,175500.0,MONDAY,7,Y,1,,,,XNA,Approved,-289,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,high,Cash X-Sell: high,365243.0,-259.0,71.0,365243.0,365243.0,1.0
816794,1296020,367238,Cash loans,,0.0,0.0,,,THURSDAY,16,Y,1,,,,XNA,Canceled,-324,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
389452,1151524,405664,Consumer loans,11574.405,95620.5,104035.5,0.0,95620.5,MONDAY,16,Y,1,0.0,,,XAP,Approved,-788,Cash through the bank,XAP,"Spouse, partner",New,Audio/Video,POS,XNA,Country-wide,2100,Consumer electronics,10.0,low_normal,POS household with interest,365243.0,-757.0,-487.0,-487.0,-481.0,0.0
960020,2374241,100507,Consumer loans,,101700.0,101700.0,0.0,101700.0,SATURDAY,4,Y,1,0.0,,,XAP,Unused offer,-180,Cash through the bank,CLIENT,,Repeater,Computers,XNA,XNA,Country-wide,30,Connectivity,,XNA,POS mobile with interest,,,,,,
337856,1644022,430540,Consumer loans,1816.65,36400.5,38983.5,3861.0,36400.5,THURSDAY,17,Y,1,0.09814515282008188,,,XAP,Approved,-2871,Cash through the bank,XAP,Unaccompanied,Repeater,Audio/Video,POS,XNA,Country-wide,526,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-2840.0,-2150.0,-2690.0,-2686.0,1.0
189750,1917223,161986,Cash loans,,0.0,0.0,,,THURSDAY,13,Y,1,,,,XNA,Canceled,-34,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
987385,1518031,104156,Consumer loans,15057.405,133650.0,147762.0,0.0,133650.0,SATURDAY,15,Y,1,0.0,,,XAP,Approved,-235,Cash through the bank,XAP,Unaccompanied,New,Clothing and Accessories,POS,XNA,Stone,35,Clothing,12.0,middle,POS industry with interest,365243.0,-205.0,125.0,365243.0,365243.0,1.0
136195,1049718,155892,Revolving loans,,0.0,0.0,,,MONDAY,17,Y,1,,,,XAP,Canceled,-190,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
69808,2484744,329041,Cash loans,,0.0,0.0,,,TUESDAY,15,Y,1,,,,XNA,Canceled,-188,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1561612,1599642,423699,Revolving loans,2250.0,45000.0,45000.0,,45000.0,WEDNESDAY,15,Y,1,,,,XAP,Approved,-471,XNA,XAP,Unaccompanied,New,XNA,Cards,walk-in,Credit and cash offices,-1,XNA,0.0,XNA,Card Street,365243.0,365243.0,365243.0,365243.0,-238.0,0.0
1541450,2149146,352288,Consumer loans,10344.465,103455.0,93109.5,10345.5,103455.0,FRIDAY,15,Y,1,0.1089090909090909,,,XAP,Approved,-2778,Cash through the bank,XAP,,Repeater,Other,POS,XNA,Stone,528,Furniture,10.0,low_normal,POS industry without interest,365243.0,-2733.0,-2463.0,-2493.0,-2489.0,0.0
402482,2016742,154113,Cash loans,22410.315,450000.0,505440.0,0.0,450000.0,THURSDAY,14,Y,1,0.0,,,XNA,Approved,-1096,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,32.0,low_normal,Cash Street: low,365243.0,-1066.0,-136.0,-316.0,-309.0,1.0
1564869,1374451,424791,Cash loans,32948.19,463500.0,491031.0,,463500.0,THURSDAY,6,Y,1,,,,XNA,Approved,-547,Cash through the bank,XAP,,Refreshed,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18.0,low_normal,Cash X-Sell: low,365243.0,-517.0,-7.0,-337.0,-334.0,1.0
617541,1479460,152696,Cash loans,,0.0,0.0,,,MONDAY,5,Y,1,,,,XNA,Canceled,-250,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
529651,1313382,417621,Cash loans,36050.355,760500.0,850846.5,,760500.0,FRIDAY,9,Y,1,,,,XNA,Approved,-118,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36.0,low_normal,Cash X-Sell: low,,,,,,
1478305,1430524,296861,Consumer loans,14877.135,110997.0,81801.0,33300.0,110997.0,SATURDAY,9,Y,1,0.3150861180417831,,,XAP,Approved,-656,Cash through the bank,XAP,Family,Refreshed,Audio/Video,POS,XNA,Regional / Local,340,Consumer electronics,6.0,middle,POS household without interest,365243.0,-625.0,-475.0,-475.0,-466.0,0.0
1089687,1394184,203544,Cash loans,,0.0,0.0,,,WEDNESDAY,11,Y,1,,,,XNA,Canceled,-222,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1102592,2602159,214352,Cash loans,,0.0,0.0,,,SUNDAY,11,Y,1,,,,XNA,Canceled,-220,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1501528,2271184,367885,Cash loans,5236.965,67500.0,76410.0,,67500.0,SATURDAY,10,Y,1,,,,XNA,Approved,-925,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,middle,Cash X-Sell: middle,365243.0,-895.0,-205.0,-715.0,-706.0,1.0
492165,1769472,373427,Cash loans,13271.355,135000.0,180580.5,0.0,135000.0,THURSDAY,9,Y,1,0.0,,,XNA,Approved,-1711,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,high,Cash X-Sell: high,365243.0,-1681.0,-991.0,-991.0,-854.0,1.0
717473,2814898,345913,Cash loans,,0.0,0.0,,,MONDAY,15,Y,1,,,,XNA,Canceled,-372,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,0,XNA,,XNA,Cash,,,,,,
288188,1070258,332858,Cash loans,,0.0,0.0,,,TUESDAY,13,Y,1,,,,XNA,Canceled,-126,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
626632,2366594,417256,Cash loans,18911.565,454500.0,526491.0,,454500.0,MONDAY,9,Y,1,,,,XNA,Approved,-575,Cash through the bank,XAP,,Refreshed,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48.0,low_normal,Cash X-Sell: low,365243.0,-545.0,865.0,365243.0,365243.0,1.0
891248,1479013,236459,Cash loans,51654.6,1575000.0,1762110.0,,1575000.0,THURSDAY,13,Y,1,,,,XNA,Refused,-232,Cash through the bank,XNA,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60.0,low_normal,Cash X-Sell: low,,,,,,
217378,1570920,148450,Consumer loans,5530.23,122107.5,122107.5,0.0,122107.5,FRIDAY,12,Y,1,0.0,,,XAP,Approved,-1469,Cash through the bank,XAP,Unaccompanied,New,Computers,POS,XNA,Regional / Local,142,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-1438.0,-748.0,-748.0,-746.0,0.0
1498167,1759410,263207,Cash loans,,0.0,0.0,,,MONDAY,9,Y,1,,,,XNA,Canceled,-147,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1059727,1225940,268369,Consumer loans,21101.4,108387.0,114111.0,0.0,108387.0,MONDAY,9,Y,1,0.0,,,XAP,Approved,-183,XNA,XAP,Unaccompanied,New,Computers,POS,XNA,Regional / Local,5,Consumer electronics,6.0,middle,POS household with interest,365243.0,-152.0,-2.0,-62.0,-58.0,0.0
1169513,2768261,197786,Cash loans,5409.0,90000.0,90000.0,0.0,90000.0,TUESDAY,12,Y,1,0.0,,,XNA,Approved,-288,XNA,XAP,,Repeater,XNA,Cash,walk-in,Country-wide,25,Connectivity,36.0,high,Cash Street: high,365243.0,-258.0,792.0,-168.0,-164.0,0.0
1241417,1866715,401296,Cash loans,,0.0,0.0,,,WEDNESDAY,11,Y,1,,,,XNA,Canceled,-376,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1318603,2141760,165487,Consumer loans,6144.885,26986.5,31770.0,0.0,26986.5,SUNDAY,16,Y,1,0.0,,,XAP,Approved,-1045,Cash through the bank,XAP,"Spouse, partner",New,Photo / Cinema Equipment,POS,XNA,Country-wide,1892,Consumer electronics,6.0,middle,POS household with interest,365243.0,-1013.0,-863.0,-983.0,-974.0,0.0
1509123,1974876,365335,Consumer loans,20174.985,187920.0,181593.0,18792.0,187920.0,SATURDAY,7,Y,1,0.10213437314986837,,,XAP,Approved,-2421,XNA,XAP,Family,Repeater,Consumer Electronics,POS,XNA,Stone,2674,Consumer electronics,10.0,low_normal,POS household with interest,365243.0,-2390.0,-2120.0,-2120.0,-2112.0,1.0
1661186,2182612,261949,Revolving loans,,0.0,0.0,,,WEDNESDAY,11,Y,1,,,,XAP,Canceled,-26,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,0,XNA,,XNA,Card Street,,,,,,
1299556,2122871,201206,Cash loans,27054.63,274500.0,289354.5,,274500.0,MONDAY,15,Y,1,,,,Repairs,Approved,-483,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,low_normal,Cash Street: low,365243.0,-453.0,-123.0,-123.0,-120.0,1.0
