,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
3460,104038,0,Cash loans,F,N,N,0,391500.0,1024740.0,52321.5,900000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.016612000000000002,-15997,-4009,-1542.0,-4592,,1,1,1,1,1,0,Managers,2.0,2,2,WEDNESDAY,14,0,0,0,0,0,0,Trade: type 7,0.3733361470358338,0.5789554792061148,0.5406544504453575,0.1041,0.0637,0.9796,0.7212,0.0318,0.0,0.1379,0.1667,0.2083,0.1045,0.0841,0.0897,0.0039,0.0186,0.1061,0.0661,0.9796,0.7321,0.0321,0.0,0.1379,0.1667,0.2083,0.1069,0.0918,0.0934,0.0039,0.0197,0.1051,0.0637,0.9796,0.7249,0.032,0.0,0.1379,0.1667,0.2083,0.1063,0.0855,0.0913,0.0039,0.019,reg oper account,block of flats,0.0919,"Stone, brick",No,0.0,0.0,0.0,0.0,-1357.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.0
33859,139235,0,Cash loans,F,N,Y,1,180000.0,1546020.0,45333.0,1350000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020246,-15830,-3810,-3351.0,-5874,,1,1,0,1,0,0,Sales staff,3.0,3,3,SATURDAY,7,0,0,0,0,0,0,Trade: type 7,0.5736811650258296,0.4285820640373481,0.6848276586890367,0.0701,0.0796,0.9767,0.6804,0.0607,0.0,0.1379,0.1667,0.2083,0.0473,0.0538,0.0561,0.0154,0.0508,0.0714,0.0826,0.9767,0.6929,0.0613,0.0,0.1379,0.1667,0.2083,0.0484,0.0588,0.0585,0.0156,0.0538,0.0708,0.0796,0.9767,0.6847,0.0611,0.0,0.1379,0.1667,0.2083,0.0482,0.0547,0.0571,0.0155,0.0519,reg oper account,block of flats,0.0552,Panel,No,1.0,0.0,1.0,0.0,-720.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0
164025,290144,0,Cash loans,F,Y,Y,0,119250.0,247275.0,17716.5,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.0228,-24871,365243,-860.0,-4178,14.0,1,0,0,1,0,0,,2.0,2,2,MONDAY,10,0,0,0,0,0,0,XNA,,0.6780388398707262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1179.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
227344,363335,0,Cash loans,F,N,Y,0,112500.0,510102.0,38268.0,481500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.009334,-9705,-267,-4168.0,-2311,,1,1,0,1,0,0,Laborers,1.0,2,2,FRIDAY,16,0,0,0,0,0,0,Business Entity Type 3,,0.047089859043732515,0.6925590674998008,0.1227,0.1311,0.9841,0.7824,0.0161,0.0,0.2759,0.1667,0.0,0.0797,0.1,0.1145,0.0,0.0,0.125,0.136,0.9841,0.7909,0.0162,0.0,0.2759,0.1667,0.0,0.0815,0.1093,0.1193,0.0,0.0,0.1239,0.1311,0.9841,0.7853,0.0162,0.0,0.2759,0.1667,0.0,0.0811,0.1018,0.1166,0.0,0.0,reg oper account,block of flats,0.0901,Panel,No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
11919,113895,0,Cash loans,F,N,Y,1,157500.0,521280.0,35392.5,450000.0,Family,State servant,Secondary / secondary special,Married,House / apartment,0.04622,-10219,-1303,-5071.0,-367,,1,1,0,1,1,0,Laborers,3.0,1,1,SATURDAY,16,0,0,0,0,1,1,Postal,0.07223653749243605,0.4758788113960288,0.3791004853998145,0.033,0.0789,0.9672,,,0.0,0.1379,0.125,,,,0.0467,,,0.0336,0.0819,0.9672,,,0.0,0.1379,0.125,,,,0.0486,,,0.0333,0.0789,0.9672,,,0.0,0.1379,0.125,,,,0.0475,,,,block of flats,0.0633,"Stone, brick",No,1.0,0.0,1.0,0.0,-424.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
25255,129378,0,Cash loans,F,N,Y,0,94500.0,725328.0,26181.0,540000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.035792000000000004,-21826,365243,-6175.0,-4227,,1,0,0,1,0,0,,2.0,2,2,TUESDAY,10,0,0,0,0,0,0,XNA,0.7911832669846681,0.6919287322449685,0.5172965813614878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1529.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
199641,331443,0,Cash loans,F,N,Y,0,144000.0,1061599.5,34375.5,927000.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.006852,-22848,365243,-700.0,-4533,,1,0,0,1,0,0,,2.0,3,3,MONDAY,10,0,0,0,0,0,0,XNA,,0.2687657693959005,0.4135967602644276,0.0907,0.1051,0.9876,,,0.0,0.2759,0.125,,0.0794,,0.0528,,0.0,0.0924,0.109,0.9876,,,0.0,0.2759,0.125,,0.0812,,0.055,,0.0,0.0916,0.1051,0.9876,,,0.0,0.2759,0.125,,0.0808,,0.0537,,0.0,,block of flats,0.0685,Panel,No,6.0,0.0,6.0,0.0,-1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
288498,434228,0,Cash loans,F,N,Y,0,90000.0,274500.0,19651.5,274500.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.015221,-22302,365243,-4211.0,-4644,,1,0,0,1,0,0,,1.0,2,2,TUESDAY,11,0,0,0,0,0,0,XNA,,0.3720591680123179,0.28812959991785075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
112336,230310,0,Cash loans,M,N,Y,0,135000.0,576837.0,18738.0,481500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.011657,-21641,365243,-7231.0,-4067,,1,0,0,1,0,0,,2.0,1,1,WEDNESDAY,11,0,0,0,0,0,0,XNA,,0.6828933307026838,0.2314393514998941,0.0371,0.05,0.9826,,,0.0,0.1379,0.0833,,0.0,,0.0198,,0.0,0.0378,0.0519,0.9826,,,0.0,0.1379,0.0833,,0.0,,0.0206,,0.0,0.0375,0.05,0.9826,,,0.0,0.1379,0.0833,,0.0,,0.0201,,0.0,,block of flats,0.0269,Panel,No,0.0,0.0,0.0,0.0,-788.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
94776,210051,0,Revolving loans,F,N,Y,0,87750.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.020246,-19384,-465,-1643.0,-913,,1,1,0,1,0,0,Sales staff,1.0,3,3,SUNDAY,10,0,0,0,0,1,1,Business Entity Type 3,,0.18697964089056324,0.34090642641523844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-803.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
32015,137127,0,Cash loans,M,Y,Y,0,234000.0,474048.0,24331.5,360000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.032561,-22368,-3169,-7733.0,-4688,11.0,1,1,0,1,0,0,Laborers,2.0,1,1,TUESDAY,11,0,0,0,0,0,0,Business Entity Type 3,,0.7574723341455762,0.3441550073724169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-1036.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
184895,314324,0,Cash loans,F,N,Y,0,157500.0,2250000.0,59355.0,2250000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.022625,-15042,-7674,-4526.0,-4547,,1,1,0,1,0,0,Core staff,2.0,2,2,WEDNESDAY,17,0,0,0,0,0,0,Government,0.6390508724359973,0.7525173242183869,0.6986675550534175,0.1093,0.1221,0.4968,0.9116,0.0447,0.24,0.2069,0.375,0.3333,0.1198,0.1782,0.2388,0.0,0.0,0.0,0.1267,0.0005,0.9151,0.0451,0.2417,0.2069,0.375,0.3333,0.1225,0.1947,0.2488,0.0,0.0,0.1103,0.1221,0.4968,0.9128,0.045,0.24,0.2069,0.375,0.3333,0.1219,0.1813,0.2431,0.0,0.0,org spec account,block of flats,0.0,Panel,No,0.0,0.0,0.0,0.0,-609.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
135575,257247,1,Revolving loans,M,Y,N,1,450000.0,900000.0,45000.0,900000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.072508,-13085,-125,-656.0,-4373,2.0,1,1,0,1,1,0,Managers,3.0,1,1,MONDAY,15,0,0,0,0,0,0,Business Entity Type 3,,0.6006899911131424,0.6769925032909132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-222.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
26869,131228,0,Cash loans,F,N,Y,0,306000.0,808650.0,23773.5,675000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.016612000000000002,-21810,365243,-7887.0,-4681,,1,0,0,1,1,0,,2.0,2,2,TUESDAY,15,0,0,0,0,0,0,XNA,,0.09503563523865696,0.4740512892789932,,,0.9866,,,,,,,,,0.0251,,,,,0.9866,,,,,,,,,0.0262,,,,,0.9866,,,,,,,,,0.0256,,,,,0.0238,,No,0.0,0.0,0.0,0.0,-2501.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
191014,321482,0,Cash loans,M,Y,Y,0,132673.5,409500.0,15597.0,409500.0,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,0.030755,-11838,-1281,-384.0,-4185,3.0,1,1,1,1,1,0,Managers,2.0,2,2,TUESDAY,10,0,0,0,0,1,1,Mobile,0.25966008167839416,0.7258008693660281,0.7366226976503176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
272143,415491,0,Revolving loans,F,Y,Y,1,90000.0,450000.0,22500.0,450000.0,Unaccompanied,Commercial associate,Incomplete higher,Married,House / apartment,0.035792000000000004,-17247,-1155,-3039.0,-734,3.0,1,1,0,1,0,0,Private service staff,3.0,2,2,THURSDAY,14,0,0,0,0,0,0,Other,,0.6325916829881761,0.7338145369642702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-2122.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
26340,130631,1,Cash loans,M,N,N,1,135000.0,270000.0,18040.5,270000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.009549,-14776,-196,-600.0,-866,,1,1,0,1,1,0,Laborers,3.0,2,2,SATURDAY,13,0,0,0,0,1,1,Business Entity Type 3,0.23783186342168994,0.4164548779671249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-415.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
186852,316615,0,Cash loans,F,N,Y,0,60750.0,148500.0,15345.0,148500.0,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.026392,-22138,-7713,-2675.0,-4286,,1,1,0,1,0,0,Laborers,1.0,2,2,WEDNESDAY,14,0,0,0,0,0,0,School,,0.7715281870929296,,0.4268,0.3612,0.9831,0.7688,0.2305,0.48,0.4138,0.3333,,0.3804,0.3455,0.4934,0.0116,0.0262,0.4349,0.3749,0.9831,0.7779,0.2326,0.4834,0.4138,0.3333,,0.3891,0.3774,0.5141,0.0117,0.0277,0.4309,0.3612,0.9831,0.7719,0.2319,0.48,0.4138,0.3333,,0.387,0.3514,0.5023,0.0116,0.0267,reg oper spec account,block of flats,0.4633,Panel,No,5.0,0.0,5.0,0.0,-1916.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
161683,287437,0,Cash loans,M,Y,Y,1,405000.0,450000.0,22018.5,450000.0,Unaccompanied,Commercial associate,Higher education,Civil marriage,Office apartment,0.031329,-15762,-2809,-5965.0,-5002,14.0,1,1,0,1,0,0,Managers,3.0,2,2,SATURDAY,14,0,0,0,0,1,1,Construction,,0.5888637210567602,0.5567274263630174,0.0371,0.0615,0.9916,0.8844,0.052000000000000005,0.0,0.1379,0.0833,0.125,0.028999999999999998,0.0303,0.0404,0.0,0.0,0.0378,0.0639,0.9916,0.8889,0.0524,0.0,0.1379,0.0833,0.125,0.0296,0.0331,0.042,0.0,0.0,0.0375,0.0615,0.9916,0.8859,0.0523,0.0,0.1379,0.0833,0.125,0.0295,0.0308,0.0411,0.0,0.0,reg oper account,block of flats,0.0601,"Stone, brick",No,0.0,0.0,0.0,0.0,-278.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
150695,274686,0,Revolving loans,F,Y,Y,0,90000.0,225000.0,11250.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,0.019689,-16273,-4247,-7819.0,-4460,18.0,1,1,0,1,0,0,,2.0,2,2,FRIDAY,13,0,0,0,0,0,0,Business Entity Type 2,,0.27897563227058625,0.7180328113294772,0.0124,0.0,0.9712,,,0.0,0.3793,0.0,,0.0316,,0.0083,,0.0,0.0126,0.0,0.9712,,,0.0,0.3793,0.0,,0.0323,,0.0086,,0.0,0.0125,0.0,0.9712,,,0.0,0.3793,0.0,,0.0321,,0.0084,,0.0,,block of flats,0.0065,Monolithic,No,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
206149,338950,0,Cash loans,F,N,Y,0,135000.0,239850.0,23494.5,225000.0,Unaccompanied,Pensioner,Higher education,Separated,House / apartment,0.030755,-24040,365243,-3102.0,-4328,,1,0,0,1,0,0,,1.0,2,2,SATURDAY,16,0,0,0,0,0,0,XNA,,0.40680568339228457,0.392773860603134,0.0186,0.0072,0.9727,0.626,0.0053,0.0,0.069,0.0833,0.125,0.0076,0.0151,0.0199,0.0039,0.0057,0.0189,0.0075,0.9727,0.6406,0.0053,0.0,0.069,0.0833,0.125,0.0078,0.0165,0.0207,0.0039,0.0061,0.0187,0.0072,0.9727,0.631,0.0053,0.0,0.069,0.0833,0.125,0.0077,0.0154,0.0202,0.0039,0.0059,reg oper account,block of flats,0.0169,"Stone, brick",No,1.0,0.0,0.0,0.0,-393.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
174316,302010,0,Cash loans,F,N,N,1,112500.0,835380.0,35523.0,675000.0,Children,Working,Secondary / secondary special,Widow,House / apartment,0.009175,-15112,-2652,-7716.0,-1816,,1,1,0,1,0,0,Medicine staff,2.0,2,2,FRIDAY,16,0,0,0,0,1,1,Government,,0.3967305647047897,0.746300213050371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
145279,268464,0,Cash loans,M,Y,Y,1,180000.0,552555.0,30982.5,477000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.018634,-13630,-713,-1451.0,-4661,9.0,1,1,0,1,0,0,,3.0,2,2,MONDAY,11,0,0,0,0,0,0,Housing,0.22061359996204424,0.13202598052893758,0.5849900404894085,0.0309,0.0359,0.9821,0.7552,0.0,0.0,0.069,0.1667,0.0417,0.0417,0.0252,0.0272,0.0,0.0,0.0315,0.0373,0.9821,0.7648,0.0,0.0,0.069,0.1667,0.0417,0.0427,0.0275,0.0284,0.0,0.0,0.0312,0.0359,0.9821,0.7585,0.0,0.0,0.069,0.1667,0.0417,0.0424,0.0257,0.0277,0.0,0.0,reg oper account,block of flats,0.0232,"Stone, brick",No,0.0,0.0,0.0,0.0,-2307.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
210637,344096,0,Cash loans,F,N,Y,0,85500.0,545040.0,20677.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.014464,-16547,-2530,-7927.0,-100,,1,1,0,1,0,0,,2.0,2,2,THURSDAY,6,0,0,0,0,0,0,Business Entity Type 3,,0.6441663651232546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-286.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
75668,187744,0,Cash loans,F,N,Y,0,121500.0,239850.0,23494.5,225000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.011657,-24371,-8086,-14316.0,-4164,,1,1,0,1,1,0,,2.0,1,1,WEDNESDAY,16,0,0,0,0,0,0,Other,,0.7750588944196504,0.6430255641096323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,-1826.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,8.0
37189,143077,0,Cash loans,M,N,Y,0,247500.0,521136.0,56254.5,495000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.030755,-16561,-2091,-1500.0,-97,,1,1,0,1,0,0,,2.0,2,2,THURSDAY,13,0,0,0,0,0,0,Other,,0.2248522462532313,0.4561097392782771,0.1041,0.08900000000000001,0.9806,0.7348,0.0,0.04,0.1552,0.2188,0.2604,0.0,0.0849,0.0968,0.0,0.0229,0.0714,0.0696,0.9742,0.6602,0.0,0.0,0.1379,0.1667,0.2083,0.0,0.0624,0.0694,0.0,0.0,0.0916,0.0879,0.9771,0.6914,0.0,0.0,0.1379,0.1667,0.2083,0.0,0.0752,0.0775,0.0,0.0216,reg oper account,block of flats,0.1668,Panel,No,0.0,0.0,0.0,0.0,-297.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0
220213,355110,1,Cash loans,F,Y,N,0,112500.0,450000.0,21109.5,450000.0,Family,Working,Higher education,Single / not married,House / apartment,0.014519999999999996,-10057,-909,-4282.0,-308,13.0,1,1,0,1,0,0,,1.0,2,2,WEDNESDAY,9,0,0,0,0,0,0,Bank,,0.4384737545093956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,6.0,0.0,-1929.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
221698,356819,0,Cash loans,M,Y,Y,0,121500.0,1223964.0,48672.0,1223964.0,Family,State servant,Higher education,Single / not married,House / apartment,0.015221,-9233,-217,-4035.0,-1907,5.0,1,1,0,1,0,0,Drivers,1.0,2,2,THURSDAY,13,0,0,0,0,0,0,Police,0.37069903401916376,0.5932454445411088,,0.1521,0.0,0.9786,0.7076,0.0109,0.0,0.1034,0.1667,0.0417,0.0292,0.1231,0.0618,0.0039,0.0061,0.1502,0.0,0.9786,0.7190000000000001,0.0101,0.0,0.1034,0.1667,0.0417,0.0293,0.1295,0.0634,0.0,0.0,0.1535,0.0,0.9786,0.7115,0.011000000000000001,0.0,0.1034,0.1667,0.0417,0.0297,0.1253,0.0629,0.0039,0.0063,reg oper spec account,block of flats,0.0478,"Stone, brick",No,0.0,0.0,0.0,0.0,-2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
227714,363766,0,Cash loans,F,N,Y,0,67500.0,64678.5,7092.0,58500.0,Children,Pensioner,Lower secondary,Married,House / apartment,0.008068,-20870,365243,-11940.0,-3698,,1,0,0,1,0,0,,2.0,3,3,TUESDAY,5,0,0,0,0,0,0,XNA,,0.0256161269876164,0.36896873825284665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,4.0
161783,287552,0,Cash loans,F,Y,N,1,90000.0,675000.0,18940.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.026392,-18912,-699,-2449.0,-1686,5.0,1,1,1,1,1,0,Cleaning staff,3.0,2,2,MONDAY,8,0,0,0,0,0,0,Government,,0.3099749009362197,0.7981372313187245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-716.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
31603,136657,0,Cash loans,M,N,Y,0,112500.0,53910.0,2920.5,45000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.014464,-22475,-3286,-14491.0,-5035,,1,1,0,1,1,0,Accountants,2.0,2,2,FRIDAY,4,0,0,0,0,0,0,Self-employed,,0.7051297035343879,0.4992720153045617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,6.0,0.0,-2253.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
88144,202328,0,Cash loans,F,N,Y,0,85500.0,208512.0,16263.0,180000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.022625,-21738,365243,-8446.0,-4288,,1,0,0,1,0,0,,2.0,2,2,TUESDAY,10,0,0,0,0,0,0,XNA,,0.5259844751817914,0.7001838506835805,0.1495,0.0877,0.9886,0.8436,0.0554,0.16,0.1379,0.3333,0.375,0.0787,0.1219,0.1528,0.0,0.0047,0.1523,0.091,0.9886,0.8497,0.0559,0.1611,0.1379,0.3333,0.375,0.0805,0.1331,0.1592,0.0,0.005,0.1509,0.0877,0.9886,0.8457,0.0557,0.16,0.1379,0.3333,0.375,0.0801,0.124,0.1556,0.0,0.0048,not specified,block of flats,0.1515,Panel,No,2.0,1.0,2.0,0.0,-1730.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,2.0,1.0
